Sample,Sample_Date,Product,Test,Result,UOM,Plant
12137,8/1/2024,Meal 1,Ash,10.24,%,Plant 1
12137,8/1/2024,Meal 1,Fat,13.53,%,Plant 1
12137,8/1/2024,Meal 1,Moisture,4.33,%,Plant 1
12137,8/1/2024,Meal 1,Peroxide,4.57,MEQ/kg,Plant 1
12168,8/1/2024,Meal 1,Ash,12.88,%,Plant 3
12168,8/1/2024,Meal 1,Moisture,1.73,%,Plant 3
12168,8/1/2024,Meal 1,Moisture,2.1,%,Plant 3
12168,8/1/2024,Meal 1,Moisture,2.09,%,Plant 3
12168,8/1/2024,Meal 1,Fat,14.64,%,Plant 3
12168,8/1/2024,Meal 1,Protein,69.03,%,Plant 3
12172,8/1/2024,Meal 1,Ash,12.03,%,Plant 6
12172,8/1/2024,Meal 1,Fat,12.13,%,Plant 6
12172,8/1/2024,Meal 1,Moisture,3.6,%,Plant 6
12172,8/1/2024,Meal 1,Protein,69.56,%,Plant 6
12184,8/1/2024,Meal 1,Ash,14.33,%,Plant 4
12184,8/1/2024,Meal 1,Peroxide,2.85,MEQ/kg,Plant 4
12184,8/1/2024,Meal 1,Fat,12.08,%,Plant 4
12184,8/1/2024,Meal 1,Moisture,3.74,%,Plant 4
12184,8/1/2024,Meal 1,Protein,65.86,%,Plant 4
12184,8/1/2024,Meal 1,Protein,64.53,%,Plant 4
12184,8/1/2024,Meal 1,Protein,64.86,%,Plant 4
12192,8/1/2024,Meal 1,Fat,13.11,%,Plant 3
12192,8/1/2024,Meal 1,Ash,11.89,%,Plant 3
12192,8/1/2024,Meal 1,Moisture,2.88,%,Plant 3
12192,8/1/2024,Meal 1,Protein,69.46,%,Plant 3
12193,8/1/2024,Meal 1,Fat,12.26,%,Plant 3
12193,8/1/2024,Meal 1,Ash,12.88,%,Plant 3
12193,8/1/2024,Meal 1,Moisture,3.63,%,Plant 3
12193,8/1/2024,Meal 1,Protein,68.2,%,Plant 3
12194,8/1/2024,Meal 1,Protein,68.81,%,Plant 3
12194,8/1/2024,Meal 1,Protein,68.64,%,Plant 3
12194,8/1/2024,Meal 1,Fat,12.5,%,Plant 3
12194,8/1/2024,Meal 1,Ash,11.28,%,Plant 3
12194,8/1/2024,Meal 1,Moisture,3.05,%,Plant 3
12194,8/1/2024,Meal 1,Protein,67.79,%,Plant 3
12207,8/1/2024,Meal 1,Fat,14.66,%,Plant 3
12207,8/1/2024,Meal 1,Ash,11.77,%,Plant 3
12207,8/1/2024,Meal 1,Moisture,2.7,%,Plant 3
12207,8/1/2024,Meal 1,Protein,68.56,%,Plant 3
12208,8/1/2024,Meal 1,Moisture,3.32,%,Plant 3
12208,8/1/2024,Meal 1,Moisture,3.45,%,Plant 3
12208,8/1/2024,Meal 1,Fat,15.06,%,Plant 3
12208,8/1/2024,Meal 1,Ash,11.57,%,Plant 3
12208,8/1/2024,Meal 1,Protein,67.76,%,Plant 3
12209,8/1/2024,Meal 1,Fat,12.58,%,Plant 3
12209,8/1/2024,Meal 1,Ash,11.81,%,Plant 3
12209,8/1/2024,Meal 1,Moisture,3.3,%,Plant 3
12209,8/1/2024,Meal 1,Protein,68.39,%,Plant 3
12233,8/1/2024,Meal 1,Ash,11.46,%,Plant 5
12233,8/1/2024,Meal 1,Fat,13.85,%,Plant 5
12233,8/1/2024,Meal 1,Protein,65.47,%,Plant 5
12233,8/1/2024,Meal 1,Moisture,5.91,%,Plant 5
371,8/2/2024,Meal 1,Peroxide,0.2,MEQ/kg,Plant 4
3359,8/2/2024,Meal 2,Ash,11.99,%,Plant 2
3359,8/2/2024,Meal 2,Fat,12.42,%,Plant 2
3359,8/2/2024,Meal 2,Moisture,4.11,%,Plant 2
3359,8/2/2024,Meal 2,Protein,68.67,%,Plant 2
3360,8/2/2024,Meal 2,Ash,12.14,%,Plant 2
3360,8/2/2024,Meal 2,Fat,12.26,%,Plant 2
3360,8/2/2024,Meal 2,Moisture,4.69,%,Plant 2
3360,8/2/2024,Meal 2,Protein,68.37,%,Plant 2
3361,8/2/2024,Meal 2,Ash,11.18,%,Plant 2
3361,8/2/2024,Meal 2,Fat,12.55,%,Plant 2
3361,8/2/2024,Meal 2,Moisture,3.69,%,Plant 2
3361,8/2/2024,Meal 2,Protein,69.75,%,Plant 2
3362,8/2/2024,Meal 2,Ash,11.2,%,Plant 2
3362,8/2/2024,Meal 2,Fat,12.33,%,Plant 2
3362,8/2/2024,Meal 2,Moisture,3.64,%,Plant 2
3362,8/2/2024,Meal 2,Protein,71.37,%,Plant 2
3363,8/2/2024,Meal 2,Ash,10.71,%,Plant 2
3363,8/2/2024,Meal 2,Fat,12.63,%,Plant 2
3363,8/2/2024,Meal 2,Moisture,4,%,Plant 2
3363,8/2/2024,Meal 2,Protein,69.61,%,Plant 2
3364,8/2/2024,Meal 2,Ash,10.67,%,Plant 2
3364,8/2/2024,Meal 2,Fat,12.95,%,Plant 2
3364,8/2/2024,Meal 2,Moisture,3.85,%,Plant 2
3364,8/2/2024,Meal 2,Protein,69.56,%,Plant 2
12138,8/2/2024,Meal 1,Protein,65.87,%,Plant 1
12138,8/2/2024,Meal 1,Protein,69.73,%,Plant 1
12138,8/2/2024,Meal 1,Ash,10.67,%,Plant 1
12138,8/2/2024,Meal 1,Fat,13.13,%,Plant 1
12138,8/2/2024,Meal 1,Moisture,4.7,%,Plant 1
12138,8/2/2024,Meal 1,Protein,65.94,%,Plant 1
12139,8/2/2024,Meal 1,Ash,10.45,%,Plant 1
12139,8/2/2024,Meal 1,Moisture,4.89,%,Plant 1
12139,8/2/2024,Meal 1,Fat,12.63,%,Plant 1
12139,8/2/2024,Meal 1,Protein,66.53,%,Plant 1
12140,8/2/2024,Meal 1,Ash,11.24,%,Plant 1
12140,8/2/2024,Meal 1,Moisture,4.33,%,Plant 1
12140,8/2/2024,Meal 1,Fat,11.95,%,Plant 1
12140,8/2/2024,Meal 1,Protein,70.06,%,Plant 1
12141,8/2/2024,Meal 1,Ash,10.97,%,Plant 1
12141,8/2/2024,Meal 1,Moisture,4.55,%,Plant 1
12141,8/2/2024,Meal 1,Fat,12.55,%,Plant 1
12141,8/2/2024,Meal 1,Protein,68.65,%,Plant 1
12173,8/2/2024,Meal 1,Ash,12.39,%,Plant 6
12173,8/2/2024,Meal 1,Fat,11.84,%,Plant 6
12173,8/2/2024,Meal 1,Moisture,4,%,Plant 6
12173,8/2/2024,Meal 1,Protein,67.64,%,Plant 6
12234,8/2/2024,Meal 1,Protein,65.72,%,Plant 5
12234,8/2/2024,Meal 1,Protein,65.88,%,Plant 5
12234,8/2/2024,Meal 1,Ash,13.2,%,Plant 5
12234,8/2/2024,Meal 1,Fat,13.67,%,Plant 5
12234,8/2/2024,Meal 1,Moisture,5.68,%,Plant 5
12260,8/2/2024,Meal 1,Ash,12.23,%,Plant 3
12260,8/2/2024,Meal 1,Fat,13.04,%,Plant 3
12260,8/2/2024,Meal 1,Moisture,3.42,%,Plant 3
12260,8/2/2024,Meal 1,Protein,66.59,%,Plant 3
12261,8/2/2024,Meal 1,Ash,10.09,%,Plant 3
12261,8/2/2024,Meal 1,Fat,13.5,%,Plant 3
12261,8/2/2024,Meal 1,Moisture,3.49,%,Plant 3
12261,8/2/2024,Meal 1,Protein,70.15,%,Plant 3
12262,8/2/2024,Meal 1,Ash,10.52,%,Plant 3
12262,8/2/2024,Meal 1,Fat,13.59,%,Plant 3
12262,8/2/2024,Meal 1,Moisture,3.14,%,Plant 3
12262,8/2/2024,Meal 1,Protein,69.36,%,Plant 3
12142,8/3/2024,Meal 1,Protein,69.14,%,Plant 1
12142,8/3/2024,Meal 1,Protein,66.51,%,Plant 1
12142,8/3/2024,Meal 1,Ash,11.49,%,Plant 1
12142,8/3/2024,Meal 1,Moisture,4.66,%,Plant 1
12142,8/3/2024,Meal 1,Fat,12.61,%,Plant 1
12142,8/3/2024,Meal 1,Protein,65.73,%,Plant 1
12143,8/3/2024,Meal 1,Protein,68.28,%,Plant 1
12143,8/3/2024,Meal 1,Protein,66.91,%,Plant 1
12143,8/3/2024,Meal 1,Fat,12.81,%,Plant 1
12143,8/3/2024,Meal 1,Ash,10.34,%,Plant 1
12143,8/3/2024,Meal 1,Moisture,4.64,%,Plant 1
12143,8/3/2024,Meal 1,Protein,66.02,%,Plant 1
12572,8/3/2024,Meal 1,Peroxide,3.97,MEQ/kg,Plant 1
12245,8/4/2024,Meal 1,Ash,10.8,%,Plant 1
12245,8/4/2024,Meal 1,Peroxide,3.03,MEQ/kg,Plant 1
12245,8/4/2024,Meal 1,Fat,12.98,%,Plant 1
12245,8/4/2024,Meal 1,Moisture,4.73,%,Plant 1
12245,8/4/2024,Meal 1,Protein,68.94,%,Plant 1
3365,8/5/2024,Meal 1,Ash,12.62,%,Plant 2
3365,8/5/2024,Meal 1,Fat,12.63,%,Plant 2
3365,8/5/2024,Meal 1,Moisture,3.86,%,Plant 2
3365,8/5/2024,Meal 1,Protein,67.89,%,Plant 2
3366,8/5/2024,Meal 1,Ash,12.69,%,Plant 2
3366,8/5/2024,Meal 1,Fat,12.11,%,Plant 2
3366,8/5/2024,Meal 1,Moisture,3.95,%,Plant 2
3366,8/5/2024,Meal 1,Protein,68.11,%,Plant 2
3367,8/5/2024,Meal 1,Ash,13.14,%,Plant 2
3367,8/5/2024,Meal 1,Fat,12.21,%,Plant 2
3367,8/5/2024,Meal 1,Moisture,4.26,%,Plant 2
3367,8/5/2024,Meal 1,Protein,69.34,%,Plant 2
3368,8/5/2024,Meal 1,Ash,11.39,%,Plant 2
3368,8/5/2024,Meal 1,Fat,12.48,%,Plant 2
3368,8/5/2024,Meal 1,Moisture,4.02,%,Plant 2
3368,8/5/2024,Meal 1,Protein,67.89,%,Plant 2
12174,8/5/2024,Meal 1,Ash,11.32,%,Plant 1
12174,8/5/2024,Meal 1,Fat,12.57,%,Plant 1
12174,8/5/2024,Meal 1,Moisture,4.64,%,Plant 1
12174,8/5/2024,Meal 1,Protein,66.33,%,Plant 1
12175,8/5/2024,Meal 1,Ash,11.23,%,Plant 1
12175,8/5/2024,Meal 1,Fat,12.72,%,Plant 1
12175,8/5/2024,Meal 1,Moisture,4.98,%,Plant 1
12175,8/5/2024,Meal 1,Protein,67.55,%,Plant 1
12185,8/5/2024,Meal 1,Ash,11.6,%,Plant 1
12185,8/5/2024,Meal 1,Fat,12.67,%,Plant 1
12185,8/5/2024,Meal 1,Moisture,5.68,%,Plant 1
12185,8/5/2024,Meal 1,Protein,66.15,%,Plant 1
12210,8/5/2024,Meal 1,Ash,11.3,%,Plant 1
12210,8/5/2024,Meal 1,Fat,12.51,%,Plant 1
12210,8/5/2024,Meal 1,Protein,67.51,%,Plant 1
12210,8/5/2024,Meal 1,Moisture,4.36,%,Plant 1
12211,8/5/2024,Meal 1,Ash,11.43,%,Plant 1
12211,8/5/2024,Meal 1,Fat,12.56,%,Plant 1
12211,8/5/2024,Meal 1,Protein,68.32,%,Plant 1
12211,8/5/2024,Meal 1,Moisture,3.98,%,Plant 1
12212,8/5/2024,Meal 1,Ash,11.73,%,Plant 1
12212,8/5/2024,Meal 1,Fat,12.97,%,Plant 1
12212,8/5/2024,Meal 1,Protein,67.41,%,Plant 1
12212,8/5/2024,Meal 1,Moisture,3.75,%,Plant 1
12213,8/5/2024,Meal 1,Ash,11.35,%,Plant 1
12213,8/5/2024,Meal 1,Fat,12.64,%,Plant 1
12213,8/5/2024,Meal 1,Protein,66,%,Plant 1
12213,8/5/2024,Meal 1,Moisture,4.15,%,Plant 1
12235,8/5/2024,Meal 1,Fat,12.35,%,Plant 4
12235,8/5/2024,Meal 1,Ash,10.53,%,Plant 4
12235,8/5/2024,Meal 1,Moisture,6.06,%,Plant 4
12235,8/5/2024,Meal 1,Protein,66.98,%,Plant 4
12236,8/5/2024,Meal 1,Fat,12.71,%,Plant 4
12236,8/5/2024,Meal 1,Ash,10.61,%,Plant 4
12236,8/5/2024,Meal 1,Moisture,5.84,%,Plant 4
12236,8/5/2024,Meal 1,Protein,66.47,%,Plant 4
12237,8/5/2024,Meal 1,Fat,12.74,%,Plant 4
12237,8/5/2024,Meal 1,Ash,11.28,%,Plant 4
12237,8/5/2024,Meal 1,Moisture,5.91,%,Plant 4
12237,8/5/2024,Meal 1,Protein,68.79,%,Plant 4
12238,8/5/2024,Meal 1,Fat,12.57,%,Plant 4
12238,8/5/2024,Meal 1,Ash,11.45,%,Plant 4
12238,8/5/2024,Meal 1,Moisture,5.93,%,Plant 4
12238,8/5/2024,Meal 1,Protein,67.8,%,Plant 4
12246,8/5/2024,Meal 1,Ash,11.37,%,Plant 1
12246,8/5/2024,Meal 1,Peroxide,3.47,MEQ/kg,Plant 1
12246,8/5/2024,Meal 1,Fat,12.57,%,Plant 1
12246,8/5/2024,Meal 1,Moisture,3.56,%,Plant 1
12246,8/5/2024,Meal 1,Protein,66.43,%,Plant 1
12250,8/5/2024,Meal 1,Ash,11.15,%,Plant 3
12250,8/5/2024,Meal 1,Moisture,3.42,%,Plant 3
12250,8/5/2024,Meal 1,Fat,13.19,%,Plant 3
12250,8/5/2024,Meal 1,Protein,70.33,%,Plant 3
12255,8/5/2024,Meal 1,Protein,65.83,%,Plant 6
12255,8/5/2024,Meal 1,Fat,13.95,%,Plant 6
12255,8/5/2024,Meal 1,Ash,13.05,%,Plant 6
12255,8/5/2024,Meal 1,Moisture,4.16,%,Plant 6
12255,8/5/2024,Meal 1,Protein,65.92,%,Plant 6
12255,8/5/2024,Meal 1,Protein,65.83,%,Plant 6
12263,8/5/2024,Meal 1,Moisture,2.26,%,Plant 3
12263,8/5/2024,Meal 1,Moisture,2.39,%,Plant 3
12263,8/5/2024,Meal 1,Ash,11.48,%,Plant 3
12263,8/5/2024,Meal 1,Fat,14.6,%,Plant 3
12263,8/5/2024,Meal 1,Protein,67.57,%,Plant 3
12264,8/5/2024,Meal 1,Ash,10.83,%,Plant 3
12264,8/5/2024,Meal 1,Fat,13.82,%,Plant 3
12264,8/5/2024,Meal 1,Moisture,2.55,%,Plant 3
12264,8/5/2024,Meal 1,Protein,69.28,%,Plant 3
12265,8/5/2024,Meal 1,Ash,13.01,%,Plant 3
12265,8/5/2024,Meal 1,Fat,14.9,%,Plant 3
12265,8/5/2024,Meal 1,Moisture,2.45,%,Plant 3
12265,8/5/2024,Meal 1,Protein,67.61,%,Plant 3
12305,8/5/2024,Meal 1,Protein,63.61,%,Plant 5
12305,8/5/2024,Meal 1,Protein,64.31,%,Plant 5
12305,8/5/2024,Meal 1,Ash,12.93,%,Plant 5
12305,8/5/2024,Meal 1,Fat,14.18,%,Plant 5
12305,8/5/2024,Meal 1,Moisture,5.73,%,Plant 5
12305,8/5/2024,Meal 1,Protein,65.63,%,Plant 5
12310,8/5/2024,Meal 1,Protein,65.87,%,Plant 4
12310,8/5/2024,Meal 1,Protein,65.34,%,Plant 4
12310,8/5/2024,Meal 1,Ash,13.19,%,Plant 4
12310,8/5/2024,Meal 1,Fat,13.27,%,Plant 4
12310,8/5/2024,Meal 1,Moisture,4.28,%,Plant 4
12310,8/5/2024,Meal 1,Protein,65.54,%,Plant 4
12311,8/5/2024,Meal 1,Ash,12.15,%,Plant 4
12311,8/5/2024,Meal 1,Fat,13.07,%,Plant 4
12311,8/5/2024,Meal 1,Moisture,3.72,%,Plant 4
12311,8/5/2024,Meal 1,Protein,66.96,%,Plant 4
12312,8/5/2024,Meal 1,Ash,11.26,%,Plant 4
12312,8/5/2024,Meal 1,Peroxide,21.26,MEQ/kg,Plant 4
12312,8/5/2024,Meal 1,Fat,13.36,%,Plant 4
12312,8/5/2024,Meal 1,Moisture,4.02,%,Plant 4
12312,8/5/2024,Meal 1,Protein,66.84,%,Plant 4
12313,8/5/2024,Meal 1,Ash,11.19,%,Plant 4
12313,8/5/2024,Meal 1,Peroxide,3.82,MEQ/kg,Plant 4
12313,8/5/2024,Meal 1,Fat,13.06,%,Plant 4
12313,8/5/2024,Meal 1,Moisture,3.77,%,Plant 4
12313,8/5/2024,Meal 1,Protein,69.04,%,Plant 4
3369,8/6/2024,Meal 2,Ash,13.43,%,Plant 2
3369,8/6/2024,Meal 2,Fat,12.2,%,Plant 2
3369,8/6/2024,Meal 2,Moisture,4.28,%,Plant 2
3369,8/6/2024,Meal 2,Protein,67.94,%,Plant 2
3370,8/6/2024,Meal 2,Ash,14.12,%,Plant 2
3370,8/6/2024,Meal 2,Fat,12.66,%,Plant 2
3370,8/6/2024,Meal 2,Moisture,4.04,%,Plant 2
3370,8/6/2024,Meal 2,Protein,64.96,%,Plant 2
3370,8/6/2024,Meal 2,Protein,64.94,%,Plant 2
3370,8/6/2024,Meal 2,Protein,64.94,%,Plant 2
3371,8/6/2024,Meal 2,Ash,14.78,%,Plant 2
3371,8/6/2024,Meal 2,Fat,12.24,%,Plant 2
3371,8/6/2024,Meal 2,Moisture,3.99,%,Plant 2
3371,8/6/2024,Meal 2,Protein,68.84,%,Plant 2
3372,8/6/2024,Meal 2,Ash,12.9,%,Plant 2
3372,8/6/2024,Meal 2,Fat,12.48,%,Plant 2
3372,8/6/2024,Meal 2,Moisture,3.84,%,Plant 2
3372,8/6/2024,Meal 2,Protein,68.06,%,Plant 2
3373,8/6/2024,Meal 2,Ash,13.09,%,Plant 2
3373,8/6/2024,Meal 2,Fat,12.54,%,Plant 2
3373,8/6/2024,Meal 2,Moisture,3.73,%,Plant 2
3373,8/6/2024,Meal 2,Protein,66.72,%,Plant 2
3374,8/6/2024,Meal 2,Ash,14.34,%,Plant 2
3374,8/6/2024,Meal 2,Fat,12.73,%,Plant 2
3374,8/6/2024,Meal 2,Moisture,3.9,%,Plant 2
3374,8/6/2024,Meal 2,Protein,66.42,%,Plant 2
3374,8/6/2024,Meal 2,Protein,67.19,%,Plant 2
3374,8/6/2024,Meal 2,Protein,67.21,%,Plant 2
3375,8/6/2024,Meal 1,Ash,13.63,%,Plant 2
3375,8/6/2024,Meal 1,Fat,13.18,%,Plant 2
3375,8/6/2024,Meal 1,Moisture,3.9,%,Plant 2
3375,8/6/2024,Meal 1,Protein,68.35,%,Plant 2
12176,8/6/2024,Meal 1,Ash,11.89,%,Plant 1
12176,8/6/2024,Meal 1,Fat,12.48,%,Plant 1
12176,8/6/2024,Meal 1,Moisture,4.3,%,Plant 1
12176,8/6/2024,Meal 1,Protein,68.46,%,Plant 1
12177,8/6/2024,Meal 1,Ash,11.36,%,Plant 1
12177,8/6/2024,Meal 1,Fat,12.76,%,Plant 1
12177,8/6/2024,Meal 1,Moisture,4.64,%,Plant 1
12177,8/6/2024,Meal 1,Protein,66.63,%,Plant 1
12179,8/6/2024,Meal 1,Ash,11.53,%,Plant 1
12179,8/6/2024,Meal 1,Fat,14.72,%,Plant 1
12179,8/6/2024,Meal 1,Moisture,5.09,%,Plant 1
12179,8/6/2024,Meal 1,Protein,67.01,%,Plant 1
12186,8/6/2024,Meal 1,Ash,11.46,%,Plant 1
12186,8/6/2024,Meal 1,Fat,11.66,%,Plant 1
12186,8/6/2024,Meal 1,Moisture,4.53,%,Plant 1
12186,8/6/2024,Meal 1,Protein,68.83,%,Plant 1
12214,8/6/2024,Meal 1,Fat,12.7,%,Plant 1
12214,8/6/2024,Meal 1,Ash,11.25,%,Plant 1
12214,8/6/2024,Meal 1,Protein,69.54,%,Plant 1
12214,8/6/2024,Meal 1,Moisture,3.87,%,Plant 1
12215,8/6/2024,Meal 1,Ash,10.88,%,Plant 1
12215,8/6/2024,Meal 1,Fat,12.09,%,Plant 1
12215,8/6/2024,Meal 1,Protein,68.67,%,Plant 1
12215,8/6/2024,Meal 1,Moisture,3.14,%,Plant 1
12216,8/6/2024,Meal 1,Ash,10.85,%,Plant 1
12216,8/6/2024,Meal 1,Fat,12.03,%,Plant 1
12216,8/6/2024,Meal 1,Protein,68.21,%,Plant 1
12216,8/6/2024,Meal 1,Moisture,3.57,%,Plant 1
12217,8/6/2024,Meal 1,Ash,11.08,%,Plant 1
12217,8/6/2024,Meal 1,Fat,11.62,%,Plant 1
12217,8/6/2024,Meal 1,Protein,68.35,%,Plant 1
12217,8/6/2024,Meal 1,Moisture,3.7,%,Plant 1
12239,8/6/2024,Meal 1,Fat,12.45,%,Plant 4
12239,8/6/2024,Meal 1,Ash,10.94,%,Plant 4
12239,8/6/2024,Meal 1,Moisture,5.96,%,Plant 4
12239,8/6/2024,Meal 1,Protein,67.72,%,Plant 4
12240,8/6/2024,Meal 1,Fat,12.44,%,Plant 4
12240,8/6/2024,Meal 1,Ash,11.18,%,Plant 4
12240,8/6/2024,Meal 1,Moisture,5.51,%,Plant 4
12240,8/6/2024,Meal 1,Protein,66.56,%,Plant 4
12241,8/6/2024,Meal 1,Fat,12.73,%,Plant 4
12241,8/6/2024,Meal 1,Ash,11.05,%,Plant 4
12241,8/6/2024,Meal 1,Moisture,5.81,%,Plant 4
12241,8/6/2024,Meal 1,Protein,67.92,%,Plant 4
12242,8/6/2024,Meal 1,Protein,67.55,%,Plant 4
12242,8/6/2024,Meal 1,Protein,67.24,%,Plant 4
12242,8/6/2024,Meal 1,Fat,13.09,%,Plant 4
12242,8/6/2024,Meal 1,Ash,10.91,%,Plant 4
12242,8/6/2024,Meal 1,Moisture,5.73,%,Plant 4
12247,8/6/2024,Meal 1,Ash,11.07,%,Plant 1
12247,8/6/2024,Meal 1,Peroxide,5.32,MEQ/kg,Plant 1
12247,8/6/2024,Meal 1,Fat,11.94,%,Plant 1
12247,8/6/2024,Meal 1,Moisture,4.94,%,Plant 1
12247,8/6/2024,Meal 1,Protein,67.86,%,Plant 1
12251,8/6/2024,Meal 1,Moisture,2.44,%,Plant 3
12251,8/6/2024,Meal 1,Moisture,2.53,%,Plant 3
12251,8/6/2024,Meal 1,Ash,12.2,%,Plant 3
12251,8/6/2024,Meal 1,Fat,12.52,%,Plant 3
12251,8/6/2024,Meal 1,Protein,69.08,%,Plant 3
12256,8/6/2024,Meal 1,Fat,13.34,%,Plant 6
12256,8/6/2024,Meal 1,Ash,11.72,%,Plant 6
12256,8/6/2024,Meal 1,Moisture,3.08,%,Plant 6
12256,8/6/2024,Meal 1,Protein,69.19,%,Plant 6
12266,8/6/2024,Meal 1,Moisture,2.37,%,Plant 3
12266,8/6/2024,Meal 1,Moisture,2.33,%,Plant 3
12266,8/6/2024,Meal 1,Ash,12.61,%,Plant 3
12266,8/6/2024,Meal 1,Fat,11.67,%,Plant 3
12266,8/6/2024,Meal 1,Protein,69.37,%,Plant 3
12267,8/6/2024,Meal 1,Ash,13.48,%,Plant 3
12267,8/6/2024,Meal 1,Fat,13.27,%,Plant 3
12267,8/6/2024,Meal 1,Moisture,4.23,%,Plant 3
12267,8/6/2024,Meal 1,Protein,66.23,%,Plant 3
12268,8/6/2024,Meal 1,Ash,12.33,%,Plant 3
12268,8/6/2024,Meal 1,Fat,13.83,%,Plant 3
12268,8/6/2024,Meal 1,Moisture,3.04,%,Plant 3
12268,8/6/2024,Meal 1,Protein,67.76,%,Plant 3
12306,8/6/2024,Meal 1,Protein,65.84,%,Plant 5
12306,8/6/2024,Meal 1,Protein,64.43,%,Plant 5
12306,8/6/2024,Meal 1,Ash,11.94,%,Plant 5
12306,8/6/2024,Meal 1,Fat,14.28,%,Plant 5
12306,8/6/2024,Meal 1,Moisture,5.86,%,Plant 5
12306,8/6/2024,Meal 1,Protein,64.8,%,Plant 5
12314,8/6/2024,Meal 1,Protein,62.1,%,Plant 4
12314,8/6/2024,Meal 1,Protein,65.38,%,Plant 4
12314,8/6/2024,Meal 1,Ash,14.5,%,Plant 4
12314,8/6/2024,Meal 1,Peroxide,2.8,MEQ/kg,Plant 4
12314,8/6/2024,Meal 1,Fat,12.51,%,Plant 4
12314,8/6/2024,Meal 1,Moisture,3.83,%,Plant 4
12314,8/6/2024,Meal 1,Protein,63.02,%,Plant 4
3376,8/7/2024,Meal 2,Ash,13.12,%,Plant 2
3376,8/7/2024,Meal 2,Fat,13.45,%,Plant 2
3376,8/7/2024,Meal 2,Moisture,5,%,Plant 2
3376,8/7/2024,Meal 2,Protein,67.54,%,Plant 2
3377,8/7/2024,Meal 2,Ash,13.89,%,Plant 2
3377,8/7/2024,Meal 2,Fat,12.46,%,Plant 2
3377,8/7/2024,Meal 2,Moisture,4.92,%,Plant 2
3377,8/7/2024,Meal 2,Protein,66.54,%,Plant 2
3378,8/7/2024,Meal 2,Protein,64.28,%,Plant 2
3378,8/7/2024,Meal 2,Protein,65.98,%,Plant 2
3378,8/7/2024,Meal 2,Ash,15.24,%,Plant 2
3378,8/7/2024,Meal 2,Fat,12.82,%,Plant 2
3378,8/7/2024,Meal 2,Moisture,4.94,%,Plant 2
3378,8/7/2024,Meal 2,Protein,64.44,%,Plant 2
3379,8/7/2024,Meal 2,Ash,14.46,%,Plant 2
3379,8/7/2024,Meal 2,Ash,14.09,%,Plant 2
3379,8/7/2024,Meal 2,Protein,66.46,%,Plant 2
3379,8/7/2024,Meal 2,Protein,65.89,%,Plant 2
3379,8/7/2024,Meal 2,Ash,14,%,Plant 2
3379,8/7/2024,Meal 2,Fat,12.46,%,Plant 2
3379,8/7/2024,Meal 2,Moisture,4.43,%,Plant 2
3380,8/7/2024,Meal 2,Protein,66.03,%,Plant 2
3380,8/7/2024,Meal 2,Protein,65.26,%,Plant 2
3380,8/7/2024,Meal 2,Ash,13.14,%,Plant 2
3380,8/7/2024,Meal 2,Fat,12.73,%,Plant 2
3380,8/7/2024,Meal 2,Moisture,4.35,%,Plant 2
3380,8/7/2024,Meal 2,Protein,65.11,%,Plant 2
3381,8/7/2024,Meal 2,Protein,66.51,%,Plant 2
3381,8/7/2024,Meal 2,Protein,66.48,%,Plant 2
3381,8/7/2024,Meal 2,Ash,14.22,%,Plant 2
3381,8/7/2024,Meal 2,Fat,12.69,%,Plant 2
3381,8/7/2024,Meal 2,Moisture,4.7,%,Plant 2
3382,8/7/2024,Meal 1,Ash,13.79,%,Plant 2
3382,8/7/2024,Meal 1,Fat,12.56,%,Plant 2
3382,8/7/2024,Meal 1,Moisture,4.26,%,Plant 2
3382,8/7/2024,Meal 1,Protein,67.64,%,Plant 2
12178,8/7/2024,Meal 1,Ash,11.31,%,Plant 1
12178,8/7/2024,Meal 1,Fat,12.66,%,Plant 1
12178,8/7/2024,Meal 1,Moisture,4.62,%,Plant 1
12178,8/7/2024,Meal 1,Protein,68.38,%,Plant 1
12187,8/7/2024,Meal 1,Ash,12.17,%,Plant 1
12187,8/7/2024,Meal 1,Fat,11.73,%,Plant 1
12187,8/7/2024,Meal 1,Moisture,4.24,%,Plant 1
12187,8/7/2024,Meal 1,Protein,69.83,%,Plant 1
12218,8/7/2024,Meal 1,Ash,11.49,%,Plant 1
12218,8/7/2024,Meal 1,Fat,12.1,%,Plant 1
12218,8/7/2024,Meal 1,Protein,67.46,%,Plant 1
12218,8/7/2024,Meal 1,Moisture,3.46,%,Plant 1
12219,8/7/2024,Meal 1,Ash,11.58,%,Plant 1
12219,8/7/2024,Meal 1,Fat,12.22,%,Plant 1
12219,8/7/2024,Meal 1,Protein,67.08,%,Plant 1
12219,8/7/2024,Meal 1,Moisture,3.19,%,Plant 1
12220,8/7/2024,Meal 1,Ash,10.39,%,Plant 1
12220,8/7/2024,Meal 1,Fat,12.14,%,Plant 1
12220,8/7/2024,Meal 1,Protein,69.52,%,Plant 1
12220,8/7/2024,Meal 1,Moisture,2.74,%,Plant 1
12221,8/7/2024,Meal 1,Ash,11.34,%,Plant 1
12221,8/7/2024,Meal 1,Fat,11.75,%,Plant 1
12221,8/7/2024,Meal 1,Protein,69.08,%,Plant 1
12221,8/7/2024,Meal 1,Moisture,3.72,%,Plant 1
12243,8/7/2024,Meal 1,Fat,12.77,%,Plant 4
12243,8/7/2024,Meal 1,Ash,10.68,%,Plant 4
